Date,Open,High,Low,Close,Volume,return_1d,volatility_5,rolling_volume,atr_14,adx_14,adx,trend_slope,vwap_dev_z,spread_z,sma_10,ema_21,rsi_14,macd,macd_signal,macd_hist,target_return,target
2024-06-13 06:00:00+00:00,67286.0,67618.5,67280.0,67546.5,4343800,0.0038715336,0.0035830715,1.22699e+07,548.8727,32.187244,32.187244,-0.16136219,-1.2243087,-0.6057084,67917.5,68032.58,43.414097,-116.96368,55.80837,-172.77205,-0.0010585189,0
2024-06-13 07:00:00+00:00,67546.5,67560.5,67263.0,67475.0,4377300,-0.0010585301,0.0031602408,1.15368e+07,530.9175,32.54932,32.54932,-0.20746678,-1.1808451,-0.68970317,67860.05,67981.89,42.65637,-144.24101,15.7984915,-160.0395,0.002993703,1
2024-06-13 08:00:00+00:00,67475.0,67677.0,67369.5,67677.0,6364900,0.0029937013,0.0034652012,9.88948e+06,514.9591,32.53238,32.53238,-0.25517467,-0.95904255,-0.6742257,67780.5,67954.17,45.547894,-147.85442,-16.932089,-130.92232,-0.0022755265,0
2024-06-13 09:00:00+00:00,67677.0,67700.0,67469.0,67523.0,5467400,-0.0022755146,0.0028948593,6.02094e+06,494.6763,32.44482,32.44482,-0.2622175,-0.87767184,-0.80114436,67704.15,67914.98,43.737194,-161.28537,-45.802746,-115.48263,-0.0021770597,0
2024-06-13 10:00:00+00:00,67523.0,67530.0,67137.0,67376.0,8803300,-0.002177036,0.002942032,5.87134e+06,487.41373,32.881973,32.881973,-0.26181152,-1.0104678,-0.38895977,67621.6,67865.98,42.02001,-181.69669,-72.98154,-108.71516,0.006196618,1
2024-06-13 11:00:00+00:00,67376.0,67923.0,67186.0,67793.5,9042100,0.0061965687,0.0037312987,6.811e+06,505.2413,32.112976,32.112976,-0.21073902,-0.6164662,0.41886482,67573.2,67859.39,48.236084,-162.313,-90.847824,-71.46517,-0.0015119314,0
2024-06-13 12:00:00+00:00,67793.5,67919.0,67608.0,67691.0,6827000,-0.0015119443,0.0037908447,7.30094e+06,491.36694,31.398907,31.398907,-0.17793159,-0.4092998,-0.57521117,67549.9,67844.086,46.90648,-153.45326,-103.36892,-50.084354,0.0002142191,1
2024-06-13 13:00:00+00:00,67691.0,68439.5,67409.5,67705.5,37738100,0.00021420869,0.003556928,1.357558e+07,529.8407,29.390648,29.390648,-0.12639491,-0.14837435,1.0335171,67549.05,67831.484,47.1285,-143.60643,-111.41642,-32.190014,-0.0022745728,0
2024-06-13 14:00:00+00:00,67705.5,68238.5,67486.5,67551.5,19304900,-0.0022745568,0.0035567686,1.634308e+07,545.7092,27.525835,27.525835,-0.07930013,-0.19097745,0.35430843,67562.5,67806.03,44.977257,-146.54004,-118.44114,-28.098892,-0.0031383634,0
2024-06-13 15:00:00+00:00,67551.5,67706.5,67103.0,67339.5,24586000,-0.0031383464,0.003731598,1.949962e+07,549.83716,26.598612,26.598612,-0.062860034,-1.1277128,0.0912115,67567.85,67763.62,42.12649,-164.08015,-127.56895,-36.511208,-0.013780892,0
2024-06-13 16:00:00+00:00,67339.5,67503.5,66297.0,66411.5,48322300,-0.013780916,0.005551747,2.735566e+07,596.74164,27.010735,27.010735,-0.096030906,-2.3672483,2.4331496,67454.35,67640.695,32.4352,-249.98103,-152.05136,-97.92967,0.0073330402,1
2024-06-13 17:00:00+00:00,66411.5,66950.5,66191.0,66898.5,59284600,0.0073330672,0.007609662,3.784718e+07,608.36725,27.53203,27.53203,-0.10324999,-2.0010724,0.8464502,67396.7,67573.23,40.20891,-275.5845,-176.758,-98.82652,-0.00061285496,0
2024-06-13 18:00:00+00:00,66898.5,67005.5,66568.5,66857.5,15060500,-0.00061286875,0.0075493,3.331166e+07,596.1267,27.864706,27.864706,-0.101485334,-1.5291624,-0.28301558,67314.75,67508.164,39.793804,-295.7743,-200.56125,-95.21305,-0.00058335066,0
2024-06-13 19:00:00+00:00,66857.5,66921.5,66629.5,66818.5,5299400,-0.0005833302,0.0075993524,3.051056e+07,574.4034,28.173618,28.173618,-0.10314658,-1.4437276,-0.8071581,67244.3,67445.46,39.37736,-311.33298,-222.7156,-88.617386,-0.0039360523,0
2024-06-13 20:00:00+00:00,66818.5,66830.0,66536.0,66555.5,4010900,-0.0039360356,0.0076334155,2.639554e+07,554.3746,28.606613,28.606613,-0.10983386,-1.6202418,-0.82218015,67162.25,67364.555,36.596066,-340.95493,-246.36346,-94.59147,0.00089395046,1
2024-06-13 21:00:00+00:00,66555.5,66750.5,66471.0,66615.0,9872200,0.00089399074,0.0041492702,1.870552e+07,534.74066,29.112446,29.112446,-0.10847363,-1.5331929,-0.84263104,67044.4,67296.414,37.6687,-355.53104,-268.197,-87.33407,0.0043233633,1
2024-06-13 22:00:00+00:00,66615.0,66936.5,66615.0,66903.0,10213700,0.0043233507,0.0029873645,8.89134e+06,519.5092,28.964418,28.964418,-0.10411504,-0.9325023,-0.6725646,66965.6,67260.65,42.719967,-339.92508,-282.5426,-57.382484,-0.00096410513,0
2024-06-13 23:00:00+00:00,66903.0,66925.5,66792.5,66838.5,5592100,-0.0009640823,0.003009922,6.99766e+06,491.9014,28.826965,28.826965,-0.10748915,-0.7549144,-1.2285187,66878.9,67222.27,41.900993,-328.9697,-291.82803,-37.141678,-0.0019375086,0
2024-06-14 00:00:00+00:00,66838.5,66839.0,66612.5,66709.0,3959200,-0.001937506,0.0031281495,6.72962e+06,472.94415,29.047237,29.047237,-0.12027283,-1.001309,-0.8224226,66794.65,67175.61,40.233288,-326.96796,-298.85602,-28.111956,-0.00081700087,0
2024-06-14 01:00:00+00:00,66709.0,66817.0,66545.5,66654.5,4299700,-0.0008169812,0.002469421,6.78738e+06,458.5553,29.378534,29.378534,-0.13667476,-1.0151784,-0.6444817,66726.15,67128.24,39.52039,-326.02112,-304.28903,-21.732073,0.0013277531,1
