Date,Open,High,Low,Close,Volume,return_1d,volatility_5,rolling_volume,atr_14,adx_14,adx,trend_slope,vwap_dev_z,spread_z,sma_10,ema_21,rsi_14,macd,macd_signal,macd_hist,target_return,target
2024-06-13 06:00:00+00:00,0.14305,0.144,0.14319,0.14365,845,0.004194338,0.007018756,8020.4,0.0017562852,27.309809,27.309809,-0.026808105,-0.872137,-0.8849776,0.144807,0.14420488,48.736664,0.00051384734,0.0010959244,-0.000582077,-0.003063023,0
2024-06-13 07:00:00+00:00,0.14365,0.14358,0.1427,0.14321,2537,-0.0030630003,0.0039203735,7492.2,0.0016986935,27.09473,27.09473,-0.09031704,-1.0565802,-0.8327097,0.14456,0.14411443,47.05682,0.0003758902,0.00095191755,-0.0005760273,0.005306959,1
2024-06-13 08:00:00+00:00,0.14321,0.14407,0.14264,0.14397,2406,0.005306892,0.0041715666,5955.0,0.001679501,26.512045,26.512045,-0.16261086,-0.9890808,-0.44964492,0.144332,0.1441013,50.246746,0.0003241473,0.00082636345,-0.00050221616,-0.0017364621,0
2024-06-13 09:00:00+00:00,0.14397,0.14441,0.14341,0.14372,4564,-0.0017364728,0.0036272833,3379.4,0.0016309653,25.7057,25.7057,-0.19595377,-0.8592707,-0.7023678,0.144069,0.14406665,49.19668,0.00025997096,0.000713085,-0.00045311401,0.001809001,1
2024-06-13 10:00:00+00:00,0.14372,0.14471,0.14313,0.14398,19181,0.0018090731,0.0036382498,5906.6,0.0016273248,24.719784,24.719784,-0.20695421,-0.7734538,-0.21075831,0.143842,0.14405876,50.358585,0.00022746845,0.0006159617,-0.0003884932,0.0052785873,1
2024-06-13 11:00:00+00:00,0.14398,0.14497,0.14342,0.14474,2208,0.005278511,0.0038781124,6179.2,0.0016218016,23.594944,23.594944,-0.19013003,-0.538099,-0.16446315,0.143688,0.1441207,53.692513,0.00026003807,0.00054477697,-0.00028473887,-0.007254362,0
2024-06-13 12:00:00+00:00,0.14474,0.14459,0.14338,0.14369,8489,-0.0072543873,0.005306201,7369.6,0.0016031016,22.57854,22.57854,-0.16477916,-0.66876125,-0.40558162,0.143636,0.14408155,48.814724,0.0001988315,0.00047558785,-0.00027675636,-0.004384458,0
2024-06-13 13:00:00+00:00,0.14369,0.14568,0.14278,0.14306,12025,-0.0043844385,0.0049520987,9293.4,0.0016957371,21.175867,21.175867,-0.13136427,-0.6460114,1.0616188,0.143596,0.14398868,46.10813,9.8355355e-05,0.00040014135,-0.000301786,0.005731821,1
2024-06-13 14:00:00+00:00,0.14306,0.14504,0.14304,0.14388,5352,0.0057318606,0.0058215186,9451.0,0.0017174702,19.873383,19.873383,-0.08871235,-0.5475055,0.22334796,0.143695,0.1439788,49.99453,8.392696e-05,0.0003368985,-0.0002529715,-0.001598537,0
2024-06-13 15:00:00+00:00,0.14388,0.14452,0.14287,0.14365,14682,-0.0015985543,0.005790721,8551.2,0.0017126509,18.51726,18.51726,-0.069122896,-0.776536,0.0026125824,0.143755,0.14394891,48.928703,5.3318654e-05,0.00028018252,-0.00022686386,-0.0175426,0
2024-06-13 16:00:00+00:00,0.14365,0.14397,0.14053,0.14113,22245,-0.017542638,0.008507661,12558.6,0.001836033,18.77576,18.77576,-0.091231294,-1.9855173,2.4796057,0.143503,0.14369264,39.09454,-0.00017229548,0.00018968692,-0.00036198238,0.008857131,1
2024-06-13 17:00:00+00:00,0.14113,0.14238,0.14025,0.14238,11019,0.008857083,0.01030597,13064.6,0.0018570307,19.174683,19.174683,-0.09088803,-1.8445704,0.8344529,0.14342,0.14357331,44.999718,-0.00024738009,0.000102273516,-0.00034965362,0.002528429,1
2024-06-13 18:00:00+00:00,0.14238,0.14277,0.14153,0.14274,5738,0.002528445,0.010334113,11807.2,0.001812957,19.180103,19.180103,-0.08326441,-1.2517762,-0.44364363,0.143297,0.14349756,46.605366,-0.00027467,2.6884814e-05,-0.0003015548,0.00063049793,1
2024-06-13 19:00:00+00:00,0.14274,0.14284,0.1423,0.14283,6318,0.000630517,0.009815606,12000.4,0.0017220315,19.118013,19.118013,-0.072579905,-0.9542034,-1.366014,0.143208,0.14343686,47.021767,-0.00028574132,-3.5640413e-05,-0.00025010091,-0.0042007565,0
2024-06-13 20:00:00+00:00,0.14283,0.14287,0.14223,0.14223,1433,-0.004200798,0.009895768,9350.6,0.0016447436,19.109459,19.109459,-0.06315399,-1.0797445,-1.1962756,0.143033,0.14332715,44.52864,-0.00033902237,-9.6316806e-05,-0.00024270557,-0.0052028894,0
