Date,Open,High,Low,Close,Volume,return_1d,volatility_5,rolling_volume,atr_14,adx_14,adx,trend_slope,vwap_dev_z,spread_z,sma_10,ema_21,rsi_14,macd,macd_signal,macd_hist,target_return,target
2025-09-06 19:00:00+00:00,110120.3,110256.9,110026.2,110194.2,7776200,0.0006710843,0.0015674168,1.06188e+07,355.98654,18.146006,18.146006,-0.08912857,-1.949567,-0.13501084,110560.61,110701.91,37.126812,-224.31157,-163.0429,-61.268673,-0.0017632842,0
2025-09-06 20:00:00+00:00,110194.2,110219.9,109969.0,109999.9,4152600,-0.0017632507,0.0015785161,1.061694e+07,348.48038,19.014034,19.014034,-0.12229662,-1.964829,0.05466779,110491.7,110638.086,34.60925,-250.64005,-180.56233,-70.07773,0.0013027191,1
2025-09-06 21:00:00+00:00,109999.9,110143.2,109997.8,110143.2,5282500,0.0013027284,0.0013131085,9.27532e+06,333.97464,19.82006,19.82006,-0.14574157,-1.6003093,-0.7937784,110430.73,110593.09,37.951084,-256.98013,-195.84589,-61.13426,0.00049746037,1
2025-09-06 22:00:00+00:00,110143.2,110220.1,110071.6,110198.0,14477300,0.0004975341,0.0012915957,7.70442e+06,320.72644,20.204927,20.204927,-0.16177233,-1.1697192,-0.7401785,110374.63,110557.18,39.230103,-254.6474,-207.60619,-47.041206,-0.0003629923,0
2025-09-06 23:00:00+00:00,110198.0,110224.0,110060.1,110158.0,3989000,-0.000362983,0.0011844814,7.13552e+06,309.52454,20.595705,20.595705,-0.15886383,-1.0927867,-0.53874046,110309.72,110520.89,38.604576,-253.10867,-216.70668,-36.40198,0.00029051304,1
2025-09-07 00:00:00+00:00,110158.0,110274.8,110110.0,110190.0,3256900,0.00029049185,0.0011477788,6.23166e+06,299.18707,20.699287,20.699287,-0.15573101,-0.8509907,-0.47037914,110238.42,110490.81,39.436554,-246.46597,-222.65854,-23.807428,0.0016608238,1
2025-09-07 01:00:00+00:00,110190.0,110379.8,110166.6,110373.0,7509500,0.0016607677,0.00080970576,6.90304e+06,293.04514,20.268856,20.268856,-0.14724539,-0.34933937,0.023685258,110198.15,110480.1,44.101643,-223.85455,-222.89775,-0.9568135,0.0016851425,1
2025-09-07 02:00:00+00:00,110373.0,110599.0,110340.0,110559.0,7311600,0.0016851948,0.0008968858,7.30886e+06,290.61334,18.889765,18.889765,-0.13390528,0.39764753,0.42820466,110217.66,110487.27,48.448147,-188.75041,-216.06828,27.317867,0.0010139942,1
2025-09-07 03:00:00+00:00,110559.0,110709.0,110460.2,110671.1,6570900,0.0010139382,0.00088964426,5.72758e+06,287.62668,17.909534,17.909534,-0.1114621,0.827841,0.2664977,110260.67,110503.984,50.92488,-150.1537,-202.88536,52.731655,-0.00023585558,0
2025-09-07 04:00:00+00:00,110671.1,110750.0,110606.1,110645.0,5441600,-0.00023583393,0.0008468233,6.0181e+06,277.3605,17.160433,17.160433,-0.089283384,1.0212544,-0.84094626,110313.14,110516.805,50.318726,-120.28503,-186.3653,66.08027,-0.0006814599,0
2025-09-07 05:00:00+00:00,110645.0,110647.0,110500.0,110569.6,3903500,-0.00068145874,0.0010926797,6.14742e+06,268.04904,15.987856,15.987856,-0.060391545,0.7344765,-0.7691953,110350.68,110521.6,48.521893,-101.52768,-169.39778,67.870094,0.0007749796,1
2025-09-07 06:00:00+00:00,110569.6,110703.0,110569.6,110655.3,5862300,0.00077507744,0.00095931423,5.81798e+06,258.43124,15.140993,15.140993,-0.03734505,0.9970268,-0.82991195,110416.22,110533.76,50.677727,-78.83828,-151.28587,72.4476,-0.0013311505,0
2025-09-07 07:00:00+00:00,110655.3,110672.6,110472.1,110508.0,4986200,-0.0013311608,0.000984707,5.3529e+06,254.29329,14.2117,14.2117,-0.016355218,0.6765874,-0.1948549,110452.7,110531.414,47.03193,-71.913666,-135.41144,63.49777,0.002035141,1
2025-09-07 08:00:00+00:00,110508.0,110912.2,110465.8,110732.9,11930000,0.0020351468,0.0013201745,6.42472e+06,268.0152,14.046048,14.046048,0.018694934,1.2192864,1.9477623,110506.19,110549.734,52.634747,-47.728127,-117.87477,70.146645,0.0029810667,1
2025-09-07 09:00:00+00:00,110732.9,111356.5,110700.1,111063.0,24335300,0.0029810471,0.001803465,1.020346e+07,295.75696,15.24654,15.24654,0.06659018,2.124454,2.7801774,110596.69,110596.39,59.41972,-1.902672,-94.68035,92.77768,0.00033318996,1
2025-09-07 10:00:00+00:00,111063.0,111248.8,110858.8,111100.0,8385900,0.00033314424,0.0016520537,1.109994e+07,302.48862,16.361282,16.361282,0.11913329,1.9769049,0.8290697,110687.69,110642.17,60.10948,36.973713,-68.34954,105.32325,0.00083076954,1
2025-09-07 11:00:00+00:00,111100.0,111209.0,111008.2,111192.3,4859400,0.0008307831,0.0016506935,1.089936e+07,295.22516,17.396399,17.396399,0.17407309,1.9179288,-0.48467365,110769.62,110692.19,61.851475,74.37403,-39.804825,114.178856,0.00072038174,1
2025-09-07 12:00:00+00:00,111192.3,111272.4,111160.3,111272.4,4920000,0.00072037365,0.0010983194,1.088612e+07,282.14478,18.540012,18.540012,0.2153531,1.8580667,-1.0121619,110840.96,110744.93,63.347355,109.218445,-10.000171,119.21862,-0.0015493631,0
2025-09-07 13:00:00+00:00,111272.4,111275.5,111050.0,111100.0,4419400,-0.0015493509,0.0016130784,9.384e+06,278.09872,18.985176,18.985176,0.23143293,1.4501802,-0.114465974,110883.85,110777.21,58.069504,121.52084,16.304031,105.21681,0.0007650852,1
2025-09-07 14:00:00+00:00,111100.0,111214.0,111028.0,111185.0,4077000,0.0007650765,0.0010079611,5.33234e+06,271.52023,19.276339,19.276339,0.24299632,1.3081111,-0.3731079,110937.85,110814.28,59.84584,136.55525,40.354275,96.20097,-0.00073748827,0
2025-09-07 15:00:00+00:00,111185.0,111384.6,111035.3,111103.0,7319900,-0.0007375096,0.0010884297,5.11914e+06,277.07593,20.111347,20.111347,0.23816575,1.2480377,0.8263938,110991.19,110840.53,57.32292,140.23685,60.330788,79.90605,0.0015751123,1
2025-09-07 16:00:00+00:00,111103.0,111328.0,111074.0,111278.0,5244400,0.001575115,0.0012658942,5.19614e+06,275.42764,20.886713,20.886713,0.23260942,1.2516594,0.10228678,111053.46,110880.3,61.09265,155.48326,79.36128,76.12197,-0.0010604262,0
2025-09-07 17:00:00+00:00,111278.0,111321.0,111114.0,111160.0,5683700,-0.0010604073,0.0013164688,5.34888e+06,270.53998,21.606695,21.606695,0.2247324,1.0905317,-0.2771419,111118.66,110905.73,57.410233,156.24345,94.73772,61.50574,-0.0020610094,0
2025-09-07 18:00:00+00:00,111160.0,111199.9,110840.1,110930.9,8852200,-0.002060993,0.0014595466,6.23544e+06,276.91568,20.67716,20.67716,0.1935409,0.5085401,0.8136575,111138.46,110908.016,50.98466,136.78273,103.14672,33.636005,0.0008032322,1
2025-09-07 19:00:00+00:00,110930.9,111049.9,110840.3,111020.0,5786400,0.00080320274,0.001466609,6.57732e+06,272.10742,19.814022,19.814022,0.16879031,0.37982437,-0.35460728,111134.16,110918.195,53.179466,127.084625,107.934296,19.150324,0.0018104315,1
2025-09-07 20:00:00+00:00,111020.0,111272.6,111020.1,111221.0,5230400,0.0018104846,0.0016991368,6.15942e+06,270.71402,19.918377,19.918377,0.14902861,0.9077441,-0.061730817,111146.26,110945.73,57.773098,134.07233,113.1619,20.910421,0.00079393387,1
2025-09-07 21:00:00+00:00,111221.0,111339.2,111118.0,111309.3,5468200,0.00079391483,0.0015739333,6.20418e+06,267.1773,20.255789,20.255789,0.13983111,1.1187252,-0.30953982,111157.96,110978.77,59.646168,145.063,119.54212,25.520882,-0.002778709,0
2025-09-07 22:00:00+00:00,111309.3,111317.7,110995.0,111000.0,3730900,-0.0027787436,0.002007,5.81362e+06,271.14322,19.87111,19.87111,0.11612152,0.50657153,0.46080375,111130.72,110980.7,51.09632,127.3473,121.10316,6.2441363,0.0019729137,1
2025-09-07 23:00:00+00:00,111000.0,111319.9,110961.0,111219.0,10244300,0.0019729729,0.0019244105,6.09204e+06,277.41156,19.326782,19.326782,0.107590474,0.670258,0.68532926,111142.62,111002.37,55.914875,129.4863,122.779785,6.706512,-0.001069963,0
2025-09-08 00:00:00+00:00,111219.0,111579.0,111003.4,111100.0,11838100,-0.0010699611,0.0020347494,7.30238e+06,298.71072,19.809504,19.809504,0.08460394,0.8317666,1.9813741,111134.12,111011.24,52.86667,120.19365,122.26256,-2.0689085,-0.0030602813,0
2025-09-08 01:00:00+00:00,111100.0,111254.3,110662.6,110760.0,16402400,-0.003060306,0.0021979075,9.53678e+06,319.63855,18.613657,18.613657,0.043691505,-0.72519493,1.8143857,111099.82,110988.41,45.27268,84.42085,114.69422,-30.273367,0.0008035898,1
2025-09-08 02:00:00+00:00,110760.0,110940.0,110666.8,110849.0,10161500,0.0008035392,0.002199687,1.047544e+07,316.3215,17.503225,17.503225,0.01579767,-1.209329,-0.30856985,111056.92,110975.734,47.402527,62.531384,104.26165,-41.730267,0.003116846,1
2025-09-08 03:00:00+00:00,110849.0,111325.0,110566.6,111194.5,12791000,0.0031168526,0.0024567079,1.228746e+07,347.89853,17.808485,17.808485,-0.00475011,-0.30697483,2.3362634,111060.37,110995.62,54.76264,72.23016,97.855354,-25.625193,-0.0016880631,0
2025-09-08 04:00:00+00:00,111194.5,111300.0,110974.5,111006.8,8266100,-0.0016880331,0.0023979044,1.189182e+07,346.29865,18.091942,18.091942,-0.02444411,-0.0005498847,-0.090794586,111067.96,110996.63,50.61854,64.03256,91.0908,-27.058233,-0.0006017089,0
2025-09-08 05:00:00+00:00,111006.8,111177.5,110890.1,110940.0,10552200,-0.00060176494,0.0023732192,1.163464e+07,342.09158,17.948267,17.948267,-0.03341628,-0.7595573,-0.2240773,111059.96,110991.484,49.19183,51.551453,83.18293,-31.631474,0.00051915646,1
2025-09-08 06:00:00+00:00,110940.0,111031.9,110860.1,110997.6,6178000,0.0005191996,0.0017970301,9.58976e+06,329.92792,17.669003,17.669003,-0.03881413,-1.0203388,-0.8753085,111037.62,110992.04,50.487724,45.780197,75.70238,-29.922186,0.000652194,1
2025-09-08 07:00:00+00:00,110997.6,111151.9,110870.0,111070.0,5652900,0.0006522664,0.0017904295,8.68804e+06,326.49734,17.842184,17.842184,-0.0353285,-0.41286722,-0.2168061,111013.69,110999.13,52.1401,46.512344,69.86437,-23.35203,0.001350522,1
2025-09-08 08:00:00+00:00,111070.0,111575.0,111060.1,111220.0,13516400,0.0013504997,0.0011957911,8.83312e+06,339.95468,19.207417,19.207417,-0.019626012,1.6028312,1.1368512,111035.69,111019.21,55.45686,58.521717,67.59584,-9.074123,0.0036414862,1
2025-09-08 09:00:00+00:00,111220.0,111854.2,111200.0,111625.0,14724600,0.0036414315,0.0015775505,1.012482e+07,362.4008,21.062372,21.062372,0.003678684,2.7465613,1.7355529,111076.29,111074.28,62.92728,99.57155,73.99098,25.580568,0.0037705898,1
2025-09-08 10:00:00+00:00,111625.0,112045.9,111521.8,112045.9,18183000,0.0037706606,0.0016015362,1.165098e+07,373.9507,23.12922,23.12922,0.042529024,3.044038,0.86644626,111170.88,111162.61,68.786224,164.17445,92.02768,72.146774,-0.000541687,0
2025-09-08 11:00:00+00:00,112045.9,112136.3,111844.7,111985.2,16272200,-0.00054174225,0.0018890641,1.366982e+07,368.0685,25.20113,25.20113,0.07340452,2.6185439,-0.48664883,111293.4,111237.39,67.13833,208.07616,115.23737,92.83878,0.00010895729,1
2025-09-08 12:00:00+00:00,111985.2,112084.0,111703.0,111997.4,10598400,0.000108942964,0.0019830544,1.465892e+07,368.9922,26.393583,26.393583,0.107706495,2.006628,0.0020557586,111408.24,111306.484,67.307846,241.07407,140.40471,100.66936,-0.00011962652,0
2025-09-08 13:00:00+00:00,111997.4,112116.8,111873.3,111984.0,10345900,-0.000119645636,0.0021439812,1.402482e+07,360.02847,27.569351,27.569351,0.13702092,1.853442,-0.8364707,111487.19,111368.08,66.899635,263.1109,164.94595,98.16495,-0.0010438561,0
2025-09-08 14:00:00+00:00,111984.0,112326.1,111817.5,111867.1,29701900,-0.0010438991,0.0019158382,1.702028e+07,370.64072,29.076887,29.076887,0.14135936,1.6017185,0.70987004,111573.22,111413.44,63.293205,268.05246,185.56725,82.4852,0.006640911,1
2025-09-08 15:00:00+00:00,111867.1,112747.6,111821.0,112610.0,54826500,0.0066409158,0.0031788999,2.434898e+07,410.3521,31.140047,31.140047,0.16100203,2.0442195,2.4748597,111740.22,111522.22,73.18594,328.132,214.0802,114.05179,-0.00011008978,0
2025-09-08 16:00:00+00:00,112610.0,112889.8,112480.0,112597.6,16155000,-0.00011011455,0.0031317745,2.432554e+07,410.31265,33.24105,33.24105,0.19581912,2.1274297,-0.12849382,111900.22,111619.984,72.83311,370.47427,245.35901,125.115265,-0.0022167563,0
2025-09-08 17:00:00+00:00,112597.6,112628.5,112252.5,112348.0,14162300,-0.0022167435,0.0034693924,2.503832e+07,407.86176,34.090324,34.090324,0.22160704,1.435703,-0.3440173,112028.02,111686.164,65.9416,379.5154,272.1903,107.32511,-0.0015487671,0
2025-09-08 18:00:00+00:00,112348.0,112509.9,112025.2,112174.0,8176000,-0.0015487592,0.0036029008,2.460434e+07,413.35022,33.90782,33.90782,0.22134174,0.99783367,0.18788612,112123.42,111730.516,61.568085,368.3936,291.43097,76.96265,0.002326727,1
2025-09-08 19:00:00+00:00,112174.0,112484.4,112128.8,112435.0,5272300,0.0023267423,0.0035935515,1.971842e+07,409.2252,33.738354,33.738354,0.23952417,1.0805147,-0.4956479,112204.42,111794.555,65.28718,376.30222,308.4052,67.89702,-0.0034152865,0
2025-09-08 20:00:00+00:00,112435.0,112434.0,111926.3,112051.0,8925600,-0.0034153066,0.0022064769,1.053824e+07,416.33054,32.75186,32.75186,0.22903378,0.622044,0.33661175,112204.93,111817.87,56.607662,347.57764,316.2397,31.337933,-0.0011512637,0
2025-09-08 21:00:00+00:00,112051.0,112115.9,111748.3,111922.0,34013600,-0.0011512615,0.0021507712,1.410996e+07,412.8498,31.175388,31.175388,0.2035773,0.1485584,-0.35264277,112198.61,111827.336,54.00999,310.82098,315.15594,-4.334955,0.0032532215,1
2025-09-08 22:00:00+00:00,111922.0,112300.0,111890.0,112286.1,8065700,0.0032531584,0.0027985626,1.289064e+07,412.64624,30.216063,30.216063,0.18805273,0.49937212,-0.1691167,112227.48,111869.04,59.639626,307.52597,313.62994,-6.1039906,-0.0009956956,0
