Date,Adj Close,Close,High,Low,Open,Volume,return_1d,volatility_5,rolling_volume,sma_10,ema_21,rsi_14,macd,macd_signal,macd_hist,target_return,target
2018-02-01 00:00:00+00:00,9170.54,9170.54,10288.8,8812.28,10237.3,9959400448,-0.10278342,0.06278695,8.419228e+09,10867.994,11627.845,43.986782,-959.86334,-804.2877,-155.57564,-0.03705235,0
2018-02-02 00:00:00+00:00,8830.75,8830.75,9142.28,7796.49,9142.28,12726899712,-0.03705235,0.04930702,9.294536e+09,10664.2295,11373.563,42.34821,-1057.7523,-854.98065,-202.7717,0.038972925,1
2018-02-03 00:00:00+00:00,9174.91,9174.91,9430.75,8251.63,8852.12,7263790080,0.038972925,0.065365426,9.325822e+09,10445.78,11173.687,44.599304,-1094.9375,-902.972,-191.96545,-0.09786476,0
2018-02-04 00:00:00+00:00,8277.01,8277.01,9334.87,8031.22,9175.7,7073549824,-0.09786476,0.06352432,9.01296e+09,10147.541,10910.352,40.190174,-1183.2206,-959.0217,-224.19884,-0.15968807,0
2018-02-05 00:00:00+00:00,6955.27,6955.27,8364.84,6756.68,8270.54,9285289984,-0.15968807,0.07556724,9.261786e+09,9725.928,10550.799,34.744915,-1344.3422,-1036.0858,-308.25635,0.1148381,1
2018-02-06 00:00:00+00:00,7754.0,7754.0,7850.7,6048.26,7051.75,13999800320,0.1148381,0.10861946,1.0069866e+10,9357.258,10296.545,40.032455,-1391.5405,-1107.1768,-284.3638,-0.017113773,0
2018-02-07 00:00:00+00:00,7621.3,7621.3,8509.11,7236.79,7755.49,9169280000,-0.017113773,0.10857732,9.358342e+09,8940.758,10053.341,39.460373,-1423.2471,-1170.3907,-252.85628,0.08453808,1
2018-02-08 00:00:00+00:00,8265.59,8265.59,8558.77,7637.86,7637.86,9346750464,0.08453808,0.11680263,9.774934e+09,8637.677,9890.817,43.66942,-1380.4727,-1212.4072,-168.06552,0.057030488,1
2018-02-09 00:00:00+00:00,8736.98,8736.98,8736.98,7884.71,8271.84,6784820224,0.057030488,0.10967307,9.717189e+09,8500.745,9785.924,46.594982,-1293.6243,-1228.6506,-64.9737,-0.013171608,0
2018-02-10 00:00:00+00:00,8621.9,8621.9,9122.55,8295.47,8720.08,7780960256,-0.013171608,0.05879447,9.416322e+09,8340.825,9680.104,45.96733,-1220.0187,-1226.9242,6.9055066,-0.057055887,0
2018-02-11 00:00:00+00:00,8129.97,8129.97,8616.13,7931.1,8616.13,6122189824,-0.057055887,0.05816526,7.8408003e+09,8236.768,9539.182,43.2833,-1187.6895,-1219.0773,31.387804,0.09798315,1
2018-02-12 00:00:00+00:00,8926.57,8926.57,8985.92,8141.43,8141.43,6256439808,0.09798315,0.066510506,7.2582323e+09,8246.35,9483.49,48.524826,-1085.2789,-1192.3176,107.03869,-0.036773443,0
2018-02-13 00:00:00+00:00,8598.31,8598.31,8958.47,8455.41,8926.72,5696719872,-0.036773443,0.06552344,6.528226e+09,8188.69,9403.019,46.613132,-1018.8609,-1157.6262,138.76535,0.104243785,1
2018-02-14 00:00:00+00:00,9494.63,9494.63,9518.54,8599.92,8599.92,7909819904,0.104243785,0.076542504,6.7532257e+09,8310.452,9411.348,52.15573,-883.71173,-1102.8434,219.13162,0.07075268,1
2018-02-15 00:00:00+00:00,10166.4,10166.4,10234.8,9395.58,9488.32,9062540288,0.07075268,0.076912455,7.009542e+09,8631.565,9479.988,55.8549,-714.1663,-1025.1079,310.94165,0.0066395183,1
2018-02-16 00:00:00+00:00,10233.9,10233.9,10324.1,9824.82,10135.7,7296159744,0.0066395183,0.061390083,7.244336e+09,8879.555,9548.526,56.221172,-567.80835,-933.648,365.83972,0.08587144,1
2018-02-17 00:00:00+00:00,11112.7,11112.7,11139.5,10149.4,10207.5,8660880384,0.08587144,0.059150968,7.725224e+09,9228.695,9690.724,60.78328,-376.56595,-822.2316,445.66568,-0.050473817,0
2018-02-18 00:00:00+00:00,10551.8,10551.8,11349.8,10326.0,11123.4,8744009728,-0.050473817,0.06406556,8.334682e+09,9457.316,9769.003,56.720512,-267.185,-711.2223,444.0373,0.06382798,1
2018-02-19 00:00:00+00:00,11225.3,11225.3,11273.8,10513.2,10552.6,7652089856,0.06382798,0.056583516,8.283136e+09,9706.148,9901.394,60.163647,-124.71634,-593.9211,469.20477,0.015892707,1
2018-02-20 00:00:00+00:00,11403.7,11403.7,11958.5,11231.8,11231.8,9926540288,0.015892707,0.053214632,8.455936e+09,9984.328,10037.967,61.047638,2.5570378,-474.6255,477.18253,-0.06254986,0
2018-02-21 00:00:00+00:00,10690.4,10690.4,11418.5,10479.1,11372.2,9405339648,-0.06254986,0.066347376,8.877772e+09,10240.371,10097.279,55.72329,45.342102,-370.63196,415.97406,-0.06411363,0
2018-02-22 00:00:00+00:00,10005.0,10005.0,11039.1,9939.09,10660.4,8040079872,-0.06411363,0.057007097,8.753612e+09,10348.214,10088.891,51.11049,23.670628,-291.77145,315.44208,0.029595163,1
2018-02-23 00:00:00+00:00,10301.1,10301.1,10487.3,9734.56,9937.07,7739500032,0.029595163,0.057370104,8.55271e+09,10518.493,10108.182,52.92354,30.042284,-227.40869,257.451,-0.047376428,0
2018-02-24 00:00:00+00:00,9813.07,9813.07,10597.2,9546.97,10287.7,6917929984,-0.047376428,0.0449747,8.405878e+09,10550.337,10081.354,49.655025,-4.239153,-182.77478,178.53563,-0.0151165575,0
2018-02-25 00:00:00+00:00,9664.73,9664.73,9923.22,9407.06,9796.42,5706939904,-0.0151165575,0.039623193,7.561958e+09,10500.17,10043.479,48.671085,-42.882896,-154.7964,111.91351,0.072632104,1
2018-02-26 00:00:00+00:00,10366.7,10366.7,10475.0,9501.73,9669.43,7287690240,0.072632104,0.05616053,7.138428e+09,10513.45,10072.862,53.37904,-16.673054,-127.17174,110.49869,0.03462041,1
2018-02-27 00:00:00+00:00,10725.6,10725.6,10878.5,10246.1,10393.9,6966179840,0.03462041,0.046682924,6.923648e+09,10474.74,10132.202,55.620304,32.68188,-95.20101,127.8829,-0.030552998,0
2018-02-28 00:00:00+00:00,10397.9,10397.9,11089.8,10393.1,10687.2,6936189952,-0.030552998,0.049598772,6.762986e+09,10459.35,10156.356,53.109726,44.836586,-67.1935,112.03008,0.053193394,1
2018-03-01 00:00:00+00:00,10951.0,10951.0,11052.3,10352.7,10385.0,7317279744,0.053193394,0.04424592,6.842856e+09,10431.92,10228.597,56.665142,97.97045,-34.160706,132.13116,0.012364203,1
2018-03-02 00:00:00+00:00,11086.4,11086.4,11189.0,10850.1,10977.4,7620590080,0.012364203,0.039819825,7.225586e+09,10400.19,10306.579,57.51442,149.28424,2.5282857,146.75597,0.036377884,1
2018-03-03 00:00:00+00:00,11489.7,11489.7,11528.2,11002.4,11101.9,6690570240,0.036377884,0.032367025,7.106162e+09,10480.12,10414.136,60.027287,219.95818,46.014263,173.94392,0.0019930385,1
2018-03-04 00:00:00+00:00,11512.6,11512.6,11512.6,11136.1,11497.4,6084149760,0.0019930385,0.032273926,6.929756e+09,10630.88,10513.996,60.171333,274.6496,91.74133,182.90826,0.005272501,1
2018-03-05 00:00:00+00:00,11573.3,11573.3,11704.1,11443.9,11532.4,6468539904,0.005272501,0.02209389,6.836226e+09,10758.1,10610.296,60.57688,319.21124,137.2353,181.97594,-0.0685543,0
2018-03-06 00:00:00+00:00,10779.9,10779.9,11500.1,10694.3,11500.1,6832169984,-0.0685543,0.03929441,6.739204e+09,10854.783,10625.715,52.982914,287.19537,167.22733,119.96805,-0.07554152,0
2018-03-07 00:00:00+00:00,9965.57,9965.57,10929.5,9692.12,10803.9,8797910016,-0.07554152,0.04935382,6.974668e+09,10884.867,10565.702,46.534794,193.87802,172.55746,21.320562,-0.057253174,0
2018-03-08 00:00:00+00:00,9395.01,9395.01,10147.4,9335.87,9951.44,7186089984,-0.057253174,0.03931359,7.073772e+09,10787.698,10459.275,42.620926,73.04191,152.65436,-79.61244,-0.006116009,0
2018-03-09 00:00:00+00:00,9337.55,9337.55,9466.35,8513.03,9414.69,8704190464,-0.006116009,0.037326206,7.59778e+09,10648.893,10357.3,42.235664,-27.04635,116.71421,-143.76056,-0.050500378,0
2018-03-10 00:00:00+00:00,8866.0,8866.0,9531.32,8828.47,9350.59,5386319872,-0.050500378,0.02721491,7.381336e+09,10495.703,10221.728,39.111164,-142.77136,64.8171,-207.58847,0.08037783,1
2018-03-11 00:00:00+00:00,9578.63,9578.63,9711.89,8607.12,8852.78,6296370176,0.08037783,0.06256015,7.274176e+09,10358.466,10163.264,45.654324,-174.96413,16.860853,-191.82498,-0.03899407,0
2018-03-12 00:00:00+00:00,9205.12,9205.12,9937.5,8956.43,9602.93,6457399808,-0.03899407,0.056559518,6.806074e+09,10170.338,10076.16,43.043484,-227.98813,-32.108944,-195.87918,-0.0011157386,0
2018-03-13 00:00:00+00:00,9194.85,9194.85,9470.38,8958.19,9173.04,5991139840,-0.0011157386,0.051275283,6.567084e+09,9940.853,9996.041,42.97072,-267.7523,-79.23761,-188.51468,-0.100604154,0
2018-03-14 00:00:00+00:00,8269.81,8269.81,9355.85,8068.59,9214.65,6438230016,-0.100604154,0.067447975,6.113892e+09,9616.574,9839.11,36.917057,-369.6476,-137.31961,-232.328,0.0037547154,1
2018-03-15 00:00:00+00:00,8300.86,8300.86,8428.35,7783.05,8290.76,6834429952,0.0037547154,0.06610102,6.403514e+09,9289.33,9699.27,37.236687,-442.79065,-198.41382,-244.37682,0.00451631,1
2018-03-16 00:00:00+00:00,8338.35,8338.35,8585.15,8005.31,8322.91,5289379840,0.00451631,0.04519194,6.202116e+09,9045.175,9575.55,37.647465,-492.05978,-257.143,-234.91676,-0.050545942,0
2018-03-17 00:00:00+00:00,7916.88,7916.88,8346.53,7812.82,8321.91,4426149888,-0.050545942,0.046273444,5.795866e+09,8840.306,9424.762,34.883293,-558.675,-317.4494,-241.22556,0.038752615,1
2018-03-18 00:00:00+00:00,8223.68,8223.68,8245.51,7397.99,7890.52,6639190016,0.038752615,0.054872315,5.925476e+09,8723.173,9315.572,38.427273,-580.02563,-369.96463,-210.06097,0.049487665,1
2018-03-19 00:00:00+00:00,8630.65,8630.65,8675.87,8182.4,8344.12,6729110016,0.049487665,0.039107602,5.983652e+09,8652.482,9253.307,42.869106,-557.67847,-407.50742,-150.17105,0.03276918,1
2018-03-20 00:00:00+00:00,8913.47,8913.47,9051.02,8389.89,8619.67,6361789952,0.03276918,0.04023527,5.889124e+09,8657.2295,9222.412,45.795547,-511.2536,-428.25665,-82.996956,0.0017737814,1
2018-03-21 00:00:00+00:00,8929.28,8929.28,9177.37,8846.33,8937.48,6043129856,0.0017737814,0.040432062,6.039874e+09,8592.295,9195.764,45.962193,-467.79337,-436.164,-31.629375,-0.022488996,0
2018-03-22 00:00:00+00:00,8728.47,8728.47,9100.71,8564.9,8939.44,5530390016,-0.022488996,0.029672071,6.260722e+09,8544.63,9153.283,44.10742,-444.43143,-437.81747,-6.6139402,0.017316941,1
2018-03-23 00:00:00+00:00,8879.62,8879.62,8879.62,8360.62,8736.25,5954120192,0.017316941,0.027784398,6.123708e+09,8513.107,9128.404,45.877823,-409.00555,-432.05508,23.049526,-0.023818586,0
2018-03-24 00:00:00+00:00,8668.12,8668.12,8996.18,8665.7,8901.95,5664600064,-0.023818586,0.024717182,5.910806e+09,8552.9375,9086.561,43.787777,-393.46103,-424.33627,30.875246,-0.019882033,0
2018-03-25 00:00:00+00:00,8495.78,8495.78,8682.01,8449.1,8612.81,4569880064,-0.019882033,0.018219061,5.552424e+09,8572.43,9032.854,42.10455,-390.5463,-417.57828,27.03199,-0.033708487,0
2018-03-26 00:00:00+00:00,8209.4,8209.4,8530.08,7921.43,8498.47,5921039872,-0.033708487,0.019625137,5.528006e+09,8559.535,8957.994,39.39456,-406.6571,-415.39404,8.7369375,-0.045845047,0
2018-03-27 00:00:00+00:00,7833.04,7833.04,8232.78,7797.28,8200.0,5378250240,-0.045845047,0.023748623,5.497578e+09,8551.151,8855.726,36.1056,-444.66833,-421.2489,-23.419422,0.015503552,1
2018-03-28 00:00:00+00:00,7954.48,7954.48,8122.89,7809.17,7836.83,4935289856,0.015503552,0.02301615,5.293812e+09,8524.231,8773.794,37.906986,-459.69424,-428.93796,-30.756262,-0.09916171,0
2018-03-29 00:00:00+00:00,7165.7,7165.7,7994.33,7081.38,7979.07,6361229824,-0.09916171,0.04183918,5.433138e+09,8377.736,8627.604,31.662832,-529.1506,-448.9805,-80.1701,-0.038402412,0
2018-03-30 00:00:00+00:00,6890.52,6890.52,7276.66,6683.93,7171.45,6289509888,-0.038402412,0.04079378,5.777064e+09,8175.441,8469.687,29.817513,-599.48944,-479.08228,-120.407166,0.012046952,1
2018-03-31 00:00:00+00:00,6973.53,6973.53,7207.85,6863.52,6892.48,4553269760,0.012046952,0.04726696,5.50351e+09,7979.866,8333.673,31.121586,-641.1446,-511.49475,-129.64984,-0.018541515,0
2018-04-01 00:00:00+00:00,6844.23,6844.23,7060.95,6526.87,7003.06,4532100096,-0.018541515,0.046722002,5.3342797e+09,7791.442,8198.269,30.18087,-676.7884,-544.55347,-132.23494,0.03500318,1
2018-04-02 00:00:00+00:00,7083.8,7083.8,7135.47,6816.58,6844.86,4333440000,0.03500318,0.051583204,5.21391e+09,7611.86,8096.953,34.152378,-677.8908,-571.22095,-106.66987,0.05255796,1
2018-04-03 00:00:00+00:00,7456.11,7456.11,7530.94,7072.49,7102.26,5499700224,0.05255796,0.037373714,5.041604e+09,7490.659,8038.695,39.876186,-641.3293,-585.2426,-56.086697,-0.080775365,0
2018-04-04 00:00:00+00:00,6853.84,6853.84,7469.88,6803.88,7456.41,4936000000,-0.080775365,0.052443117,4.770902e+09,7326.465,7930.981,34.631836,-653.42,-598.8781,-54.54191,-0.0061818818,0
2018-04-05 00:00:00+00:00,6811.47,6811.47,6933.82,6644.8,6848.65,5639320064,-0.0061818818,0.05203334,4.988112e+09,7186.672,7829.207,34.290176,-658.8263,-610.86774,-47.95856,-0.025714036,0
2018-04-06 00:00:00+00:00,6636.32,6636.32,6857.49,6575.0,6815.96,3766810112,-0.025714036,0.05264396,4.835054e+09,7067.0,7720.7627,32.847515,-669.5261,-622.5994,-46.926704,0.041403975,1
2018-04-07 00:00:00+00:00,6911.09,6911.09,7050.54,6630.51,6630.51,3976610048,0.041403975,0.05392288,4.763688e+09,6962.661,7647.1562,37.303852,-648.3603,-627.7516,-20.608679,0.016268082,1
2018-04-08 00:00:00+00:00,7023.52,7023.52,7111.56,6919.98,6919.98,3652499968,0.016268082,0.04636282,4.394248e+09,6948.443,7590.462,39.085155,-615.4198,-625.2852,9.865412,-0.03599193,0
2018-04-09 00:00:00+00:00,6770.73,6770.73,7178.11,6661.99,7044.32,4894060032,-0.03599193,0.0314361,4.38586e+09,6936.464,7515.941,36.56936,-602.76404,-620.781,18.016956,0.0094568515,1
2018-04-10 00:00:00+00:00,6834.76,6834.76,6872.41,6704.15,6795.44,4272750080,0.0094568515,0.031698268,4.112546e+09,6922.587,7454.015,37.663845,-580.87164,-612.79913,31.927483,0.019541295,1
2018-04-11 00:00:00+00:00,6968.32,6968.32,6968.32,6817.59,6843.47,4641889792,0.019541295,0.028425321,4.287562e+09,6934.996,7409.8613,39.989872,-546.4455,-599.5284,53.0829,0.13215958,1
2018-04-12 00:00:00+00:00,7889.25,7889.25,7899.23,6806.51,6955.38,8906250240,0.13215958,0.06224309,5.27349e+09,7015.541,7453.442,53.010006,-439.78162,-567.57904,127.79742,0.0008505195,1
2018-04-13 00:00:00+00:00,7895.96,7895.96,8183.96,7758.93,7901.09,7764460032,0.0008505195,0.06335923,6.095882e+09,7059.526,7493.671,53.089867,-350.66605,-524.1964,173.5304,0.01143373,1
2018-04-14 00:00:00+00:00,7986.24,7986.24,8140.71,7846.0,7874.67,5191430144,0.01143373,0.054891888,6.155356e+09,7172.766,7538.4497,54.217293,-269.6481,-473.28677,203.63867,0.042932607,1
2018-04-15 00:00:00+00:00,8329.11,8329.11,8338.42,7999.33,7999.33,5244480000,0.042932607,0.053055838,6.349702e+09,7324.53,7610.328,58.314854,-175.74814,-413.77905,238.03091,-0.032469306,0
2018-04-16 00:00:00+00:00,8058.67,8058.67,8371.15,7925.73,8337.57,5631309824,-0.032469306,0.062641494,6.547586e+09,7466.765,7651.0864,54.194756,-121.75056,-355.37335,233.62279,-0.019430015,0
2018-04-17 00:00:00+00:00,7902.09,7902.09,8285.96,7881.72,8071.66,6900879872,-0.019430015,0.029172944,6.146512e+09,7565.865,7673.905,51.908035,-90.548004,-302.4083,211.86028,0.033071008,1
2018-04-18 00:00:00+00:00,8163.42,8163.42,8197.8,7886.01,7944.43,6529909760,0.033071008,0.03258382,5.899602e+09,7679.855,7718.4062,55.29818,-44.222836,-250.7712,206.54836,0.016033677,1
2018-04-19 00:00:00+00:00,8294.31,8294.31,8298.69,8138.78,8159.27,7063209984,0.016033677,0.03280072,6.273958e+09,7832.213,7770.761,56.935616,3.0171206,-200.01353,203.03065,0.06649384,1
2018-04-20 00:00:00+00:00,8845.83,8845.83,8880.23,8244.54,8286.88,8438110208,0.06649384,0.039976444,6.912684e+09,8033.32,7868.4946,63.073498,83.990036,-143.21281,227.20285,0.0056241187,1
2018-04-21 00:00:00+00:00,8895.58,8895.58,8997.57,8652.15,8848.79,7548550144,0.0056241187,0.032050777,7.296132e+09,8226.046,7961.866,63.57779,150.44186,-84.48188,234.92374,-0.010468133,0
2018-04-22 00:00:00+00:00,8802.46,8802.46,9001.64,8779.61,8925.06,6629899776,-0.010468133,0.029411314,7.241936e+09,8317.367,8038.2837,61.87449,193.36244,-28.913017,222.27545,0.014589095,1
2018-04-23 00:00:00+00:00,8930.88,8930.88,8958.55,8788.81,8794.39,6925190144,0.014589095,0.028851852,7.3209923e+09,8420.859,8119.4287,63.333405,235.03044,23.875673,211.15475,0.08583926,1
2018-04-24 00:00:00+00:00,9697.5,9697.5,9732.61,8927.83,8934.34,10678800384,0.08583926,0.041503,8.0441103e+09,8591.985,8262.89,70.57271,326.15277,84.33109,241.82167,-0.08783292,0
2018-04-25 00:00:00+00:00,8845.74,8845.74,9745.32,8799.84,9701.03,11083100160,-0.08783292,0.06209879,8.573108e+09,8643.648,8315.876,57.086716,325.88144,132.64116,193.24026,0.049263205,1
2018-04-26 00:00:00+00:00,9281.51,9281.51,9281.51,8727.09,8867.32,8970559488,0.049263205,0.06577251,8.85751e+09,8765.932,8403.661,61.174496,356.71732,177.45639,179.26094,-0.031725436,0
2018-04-27 00:00:00+00:00,8987.05,8987.05,9375.47,8987.05,9290.63,7566289920,-0.031725436,0.0680948,9.044788e+09,8874.428,8456.696,57.20886,353.3217,212.62946,140.69221,0.04021683,1
2018-04-28 00:00:00+00:00,9348.48,9348.48,9412.09,8931.99,8939.27,7805479936,0.04021683,0.06984251,9.220846e+09,8992.934,8537.768,60.586197,375.4669,245.19693,130.26994,0.0075519877,1
2018-04-29 00:00:00+00:00,9419.08,9419.08,9531.49,9193.71,9346.41,8853000192,0.0075519877,0.056393545,8.855686e+09,9105.411,8617.887,61.22989,394.17017,274.99158,119.17858,-0.01895411,0
2018-04-30 00:00:00+00:00,9240.55,9240.55,9477.14,9166.81,9426.11,8673920000,-0.01895411,0.03548711,8.37385e+09,9144.883,8674.493,58.622593,390.09003,298.01126,92.07876,-0.013152901,0
2018-05-01 00:00:00+00:00,9119.01,9119.01,9255.88,8891.05,9251.47,7713019904,-0.013152901,0.028113957,8.122342e+09,9167.226,8714.903,56.84786,372.75238,312.9595,59.792885,0.012820488,1
2018-05-02 00:00:00+00:00,9235.92,9235.92,9256.52,9015.14,9104.6,7558159872,0.012820488,0.023498936,8.120716e+09,9210.572,8762.269,58.15999,364.247,323.217,41.03002,0.054996192,1
2018-05-03 00:00:00+00:00,9743.86,9743.86,9798.33,9188.15,9233.97,10207299584,0.054996192,0.029171567,8.60108e+09,9291.87,8851.504,63.37125,393.95178,337.36395,56.587826,-0.0044233585,0
2018-05-04 00:00:00+00:00,9700.76,9700.76,9779.2,9585.96,9695.5,8217829888,-0.0044233585,0.029769963,8.474046e+09,9292.196,8928.709,62.658096,409.29703,351.75058,57.546467,0.016224567,1
2018-05-05 00:00:00+00:00,9858.15,9858.15,9964.5,9695.12,9700.28,7651939840,0.016224567,0.026273698,8.26965e+09,9393.4375,9013.204,64.24066,429.2107,367.24258,61.968105,-0.02062766,0
2018-05-06 00:00:00+00:00,9654.8,9654.8,9940.14,9465.25,9845.31,7222280192,-0.02062766,0.028289927,8.171502e+09,9430.766,9071.53,60.663464,423.6996,378.534,45.16559,-0.029186523,0
2018-05-07 00:00:00+00:00,9373.01,9373.01,9665.85,9231.53,9645.67,7394019840,-0.029186523,0.033641685,8.1386737e+09,9469.362,9098.9375,56.009136,392.07428,381.24207,10.83224,-0.014743338,0
2018-05-08 00:00:00+00:00,9234.82,9234.82,9462.75,9127.77,9380.87,7415869952,-0.014743338,0.017470522,7.580388e+09,9457.996,9111.291,53.828056,351.8049,375.3546,-23.54972,0.009784638,1
2018-05-09 00:00:00+00:00,9325.18,9325.18,9374.76,9031.62,9223.73,7226890240,0.009784638,0.019726256,7.3822e+09,9448.605,9130.735,55.06038,323.4538,364.97446,-41.520664,-0.030159125,0
2018-05-10 00:00:00+00:00,9043.94,9043.94,9396.04,9040.52,9325.96,6906699776,-0.030159125,0.0162584,7.233152e+09,9428.945,9122.845,50.539093,275.12027,347.0036,-71.88336,-0.06661368,0
2018-05-11 00:00:00+00:00,8441.49,8441.49,9052.96,8394.46,9052.96,8488520192,-0.06661368,0.027766922,7.4864e+09,9361.193,9060.903,42.490112,186.05812,314.8145,-128.7564,0.007510453,1
2018-05-12 00:00:00+00:00,8504.89,8504.89,8664.86,8223.5,8441.44,6821380096,0.007510453,0.03138848,7.371872e+09,9288.09,9010.356,43.509727,119.217285,275.69507,-156.47778,0.025755864,1
2018-05-13 00:00:00+00:00,8723.94,8723.94,8773.55,8395.12,8515.49,5866379776,0.025755864,0.037367295,7.061974e+09,9186.098,8984.319,47.005688,82.964645,237.14899,-154.18434,-0.00081962853,0
2018-05-14 00:00:00+00:00,8716.79,8716.79,8881.12,8367.97,8713.1,7364149760,-0.00081962853,0.03619333,7.089426e+09,9087.701,8959.998,46.90365,53.045708,200.32832,-147.28262,-0.023679607,0
2018-05-15 00:00:00+00:00,8510.38,8510.38,8836.19,8456.45,8705.19,6705710080,-0.023679607,0.035529226,7.049228e+09,8952.924,8919.124,43.938477,12.534666,162.76959,-150.23492,-0.016632607,0
2018-05-16 00:00:00+00:00,8368.83,8368.83,8508.43,8175.49,8504.41,6760220160,-0.016632607,0.019656025,6.703568e+09,8824.327,8869.097,41.978577,-30.639318,124.087814,-154.72713,-0.03280151,0
2018-05-17 00:00:00+00:00,8094.32,8094.32,8445.54,8054.12,8370.05,5862530048,-0.03280151,0.02298439,6.511798e+09,8696.458,8798.663,38.401176,-86.01418,82.06741,-168.08159,0.019353066,1
2018-05-18 00:00:00+00:00,8250.97,8250.97,8274.12,7974.82,8091.83,5764190208,0.019353066,0.020571325,6.49136e+09,8598.073,8748.872,41.466663,-115.92253,42.469425,-158.39195,-0.00045934468,0
2018-05-19 00:00:00+00:00,8247.18,8247.18,8372.06,8183.35,8255.73,4712399872,-0.00045934468,0.020616114,5.96101e+09,8490.273,8703.264,41.412964,-138.33629,6.3082824,-144.64458,0.032261975,1
2018-05-20 00:00:00+00:00,8513.25,8513.25,8562.41,8205.24,8246.99,5191059968,0.032261975,0.026303884,5.65808e+09,8437.204,8685.99,46.63737,-133.09546,-21.572466,-111.522995,-0.011072124,0
2018-05-21 00:00:00+00:00,8418.99,8418.99,8557.52,8365.12,8522.33,5154990080,-0.011072124,0.025512313,5.337034e+09,8434.954,8661.718,45.102913,-134.99194,-44.256363,-90.73558,-0.044804715,0
